-0.957742	2.5406442	0
1.8591437	-0.26800245	0
-0.35386586	7.7098684	1
0.86784077	2.9311693	0
1.989104	11.816972	0
3.405773	3.859671	0
2.4652352	-2.025535	0
0.71835136	-2.8766153	0
-0.5287864	15.102003	1
-3.1994138	5.9275417	1
0.6322682	17.727037	1
0.72584057	5.819841	1
-2.6413178	2.648989	0
0.8719127	2.3415759	0
-1.2164102	4.1574554	0
0.7035444	2.771418	0
-1.192045	12.457392	1
-0.82856727	15.010086	1
-0.45606232	11.058098	1
2.7060108	1.0382643	0
-0.09348345	1.1911795	0
2.1641877	0.5177736	0
0.82178926	-0.13253951	0
0.04105258	17.470577	1
1.0892217	1.2993529	0
-1.4526007	4.645088	0
0.5364809	9.270221	1
0.64611626	6.111546	1
-2.547948	-1.9057231	0
2.0583057	-2.7221267	0
1.6869502	4.4746227	0
1.5186474	5.0089407	1
2.4651167	3.3702307	0
-2.9304917	11.755667	1
-1.0921247	-3.1902566	0
0.27998638	5.807562	1
-0.6261127	12.993694	1
0.28772092	6.061963	1
1.7200766	14.2485	1
-1.3208089	12.317693	1
-2.083413	-0.100097895	0
-1.4535666	-0.9918022	0
-0.16603112	-0.5713637	0
-0.8899014	17.267235	1
-0.73303866	10.515959	1
-0.15702105	12.856427	1
1.6232035	12.946842	1
-2.525003	3.8851929	0
0.9759762	9.274852	1
2.493934	10.674665	1
3.0160823	17.79585	1
0.684654	-3.1972017	0
-0.9760487	16.85951	1
-0.102154255	12.743361	1
-3.4295523	-1.3720098	0
-0.30979443	7.4522862	1
-1.9531717	2.9408479	0
0.47904897	10.511365	1
0.6691997	9.810229	1
0.40073347	0.38229132	0
-1.2426186	12.565016	1
0.76896024	5.0236187	1
-2.8860092	5.406218	1
-1.395668	5.3679676	0
0.18477178	4.165561	0
1.3398619	1.3590407	0
1.6696005	-3.8771203	0
-3.2167652	5.282479	1
-0.505424	0.3860972	0
-0.2311275	12.983221	1
-0.66333556	12.907434	1
0.44824266	2.3077784	0
2.966919	10.005199	1
-2.4452498	-0.046352386	0
-1.4285984	9.2119055	1
-0.48257113	1.3249125	0
2.5932074	4.0611677	0
2.7654588	4.641549	0
1.8434126	7.5645013	1
0.78196406	14.349255	1
-0.65715504	3.6307607	1
-0.7618215	5.939932	0
0.5921111	12.031029	1
-0.65891147	11.511301	1
1.340822	14.270376	1
-1.2861757	0.3068986	0
0.82455134	13.617009	1
1.0018396	6.659569	1
3.1258464	7.0748057	1
0.9432082	1.3016322	0
-3.442089	12.776175	1
3.2302704	8.744411	1
-1.782659	7.1388335	1
-0.6200664	11.47117	1
-1.4356463	2.7496686	0
-1.23732	17.279915	1
0.048782825	3.4586368	0
-2.3459737	10.362593	1
-0.80997777	7.6802464	1
1.140964	12.659643	1
